"","exp_name","cell_name","AITC.100uM","Menthol.400uM","Capsaicin.300nM","K.40mM"
"X.23811","RD.190308.57.f.m1.w1.Rdata","X.238",0,0,0,0
"X.23911","RD.190308.57.f.m1.w1.Rdata","X.239",1,1,1,0
"X.24011","RD.190308.57.f.m1.w1.Rdata","X.240",0,0,0,0
"X.24115","RD.190308.57.f.m1.w1.Rdata","X.241",0,0,1,0
"X.24213","RD.190308.57.f.m1.w1.Rdata","X.242",1,0,1,1
"X.24311","RD.190308.57.f.m1.w1.Rdata","X.243",0,0,0,0
"X.24411","RD.190308.57.f.m1.w1.Rdata","X.244",0,0,1,1
"X.24511","RD.190308.57.f.m1.w1.Rdata","X.245",0,0,0,0
"X.24611","RD.190308.57.f.m1.w1.Rdata","X.246",1,0,1,1
"X.24711","RD.190308.57.f.m1.w1.Rdata","X.247",0,0,0,0
"X.24811","RD.190308.57.f.m1.w1.Rdata","X.248",1,1,0,1
"X.24911","RD.190308.57.f.m1.w1.Rdata","X.249",1,0,0,0
"X.25011","RD.190308.57.f.m1.w1.Rdata","X.250",0,0,0,0
"X.25115","RD.190308.57.f.m1.w1.Rdata","X.251",0,0,1,1
"X.25213","RD.190308.57.f.m1.w1.Rdata","X.252",1,0,1,1
"X.25311","RD.190308.57.f.m1.w1.Rdata","X.253",0,0,0,0
"X.25411","RD.190308.57.f.m1.w1.Rdata","X.254",0,0,0,0
"X.25511","RD.190308.57.f.m1.w1.Rdata","X.255",0,1,0,1
"X.25611","RD.190308.57.f.m1.w1.Rdata","X.256",0,0,0,0
"X.25711","RD.190308.57.f.m1.w1.Rdata","X.257",0,0,0,0
"X.25811","RD.190308.57.f.m1.w1.Rdata","X.258",1,1,0,1
"X.25911","RD.190308.57.f.m1.w1.Rdata","X.259",0,0,0,0
"X.26011","RD.190308.57.f.m1.w1.Rdata","X.260",0,0,1,1
"X.26115","RD.190308.57.f.m1.w1.Rdata","X.261",0,0,0,0
"X.26213","RD.190308.57.f.m1.w1.Rdata","X.262",0,0,1,1
"X.26311","RD.190308.57.f.m1.w1.Rdata","X.263",0,0,0,0
"X.26411","RD.190308.57.f.m1.w1.Rdata","X.264",0,0,0,0
"X.26511","RD.190308.57.f.m1.w1.Rdata","X.265",0,0,0,0
"X.26611","RD.190308.57.f.m1.w1.Rdata","X.266",1,0,0,0
"X.26711","RD.190308.57.f.m1.w1.Rdata","X.267",0,0,0,0
"X.26811","RD.190308.57.f.m1.w1.Rdata","X.268",0,0,0,1
"X.26911","RD.190308.57.f.m1.w1.Rdata","X.269",0,0,0,1
"X.27011","RD.190308.57.f.m1.w1.Rdata","X.270",0,1,0,1
"X.27115","RD.190308.57.f.m1.w1.Rdata","X.271",0,1,0,1
"X.27213","RD.190308.57.f.m1.w1.Rdata","X.272",0,0,0,0
"X.27311","RD.190308.57.f.m1.w1.Rdata","X.273",0,0,0,0
"X.27411","RD.190308.57.f.m1.w1.Rdata","X.274",0,0,0,0
"X.27511","RD.190308.57.f.m1.w1.Rdata","X.275",1,1,0,1
"X.27611","RD.190308.57.f.m1.w1.Rdata","X.276",0,1,1,1
"X.27711","RD.190308.57.f.m1.w1.Rdata","X.277",0,0,0,0
"X.27811","RD.190308.57.f.m1.w1.Rdata","X.278",1,1,0,1
"X.27911","RD.190308.57.f.m1.w1.Rdata","X.279",0,0,1,1
"X.28011","RD.190308.57.f.m1.w1.Rdata","X.280",0,0,0,1
"X.28115","RD.190308.57.f.m1.w1.Rdata","X.281",1,0,0,0
"X.28213","RD.190308.57.f.m1.w1.Rdata","X.282",0,0,0,1
"X.28311","RD.190308.57.f.m1.w1.Rdata","X.283",0,0,1,1
"X.28411","RD.190308.57.f.m1.w1.Rdata","X.284",1,0,1,1
"X.28511","RD.190308.57.f.m1.w1.Rdata","X.285",0,0,0,0
"X.28611","RD.190308.57.f.m1.w1.Rdata","X.286",0,0,0,0
"X.28711","RD.190308.57.f.m1.w1.Rdata","X.287",0,0,1,1
"X.28811","RD.190308.57.f.m1.w1.Rdata","X.288",1,0,0,1
"X.28911","RD.190308.57.f.m1.w1.Rdata","X.289",0,0,0,0
"X.29011","RD.190308.57.f.m1.w1.Rdata","X.290",0,0,0,0
"X.29115","RD.190308.57.f.m1.w1.Rdata","X.291",0,0,0,0
"X.29213","RD.190308.57.f.m1.w1.Rdata","X.292",0,0,0,0
"X.29311","RD.190308.57.f.m1.w1.Rdata","X.293",1,0,0,0
"X.29411","RD.190308.57.f.m1.w1.Rdata","X.294",0,0,1,1
"X.29511","RD.190308.57.f.m1.w1.Rdata","X.295",0,0,0,0
"X.29611","RD.190308.57.f.m1.w1.Rdata","X.296",0,0,0,0
"X.29711","RD.190308.57.f.m1.w1.Rdata","X.297",0,1,0,1
"X.29811","RD.190308.57.f.m1.w1.Rdata","X.298",0,0,0,0
"X.29911","RD.190308.57.f.m1.w1.Rdata","X.299",1,1,0,1
"X.30011","RD.190308.57.f.m1.w1.Rdata","X.300",1,1,0,1
"X.30115","RD.190308.57.f.m1.w1.Rdata","X.301",0,0,0,0
"X.30213","RD.190308.57.f.m1.w1.Rdata","X.302",0,0,0,0
"X.30311","RD.190308.57.f.m1.w1.Rdata","X.303",0,0,0,0
"X.30411","RD.190308.57.f.m1.w1.Rdata","X.304",1,0,1,1
"X.30511","RD.190308.57.f.m1.w1.Rdata","X.305",0,1,0,0
"X.30611","RD.190308.57.f.m1.w1.Rdata","X.306",0,0,1,1
"X.30711","RD.190308.57.f.m1.w1.Rdata","X.307",0,0,0,1
"X.30811","RD.190308.57.f.m1.w1.Rdata","X.308",0,0,1,1
"X.30911","RD.190308.57.f.m1.w1.Rdata","X.309",0,1,1,1
"X.31015","RD.190308.57.f.m1.w1.Rdata","X.310",1,1,0,1
"X.31115","RD.190308.57.f.m1.w1.Rdata","X.311",0,0,0,0
"X.31214","RD.190308.57.f.m1.w1.Rdata","X.312",1,0,0,1
"X.31312","RD.190308.57.f.m1.w1.Rdata","X.313",0,0,1,1
"X.31412","RD.190308.57.f.m1.w1.Rdata","X.314",0,1,0,1
"X.31511","RD.190308.57.f.m1.w1.Rdata","X.315",0,0,0,0
"X.31611","RD.190308.57.f.m1.w1.Rdata","X.316",1,0,0,0
"X.31711","RD.190308.57.f.m1.w1.Rdata","X.317",0,0,0,0
"X.31811","RD.190308.57.f.m1.w1.Rdata","X.318",1,1,0,1
"X.31911","RD.190308.57.f.m1.w1.Rdata","X.319",0,0,0,1
"X.32011","RD.190308.57.f.m1.w1.Rdata","X.320",1,1,1,1
"X.32115","RD.190308.57.f.m1.w1.Rdata","X.321",1,0,1,1
"X.32213","RD.190308.57.f.m1.w1.Rdata","X.322",0,0,1,1
"X.32311","RD.190308.57.f.m1.w1.Rdata","X.323",0,0,0,1
"X.32411","RD.190308.57.f.m1.w1.Rdata","X.324",0,0,0,0
"X.32511","RD.190308.57.f.m1.w1.Rdata","X.325",0,0,0,0
"X.32611","RD.190308.57.f.m1.w1.Rdata","X.326",1,1,0,0
"X.32711","RD.190308.57.f.m1.w1.Rdata","X.327",0,0,0,1
"X.32811","RD.190308.57.f.m1.w1.Rdata","X.328",1,0,0,0
"X.32911","RD.190308.57.f.m1.w1.Rdata","X.329",0,0,0,0
"X.33011","RD.190308.57.f.m1.w1.Rdata","X.330",0,0,0,1
"X.33115","RD.190308.57.f.m1.w1.Rdata","X.331",0,0,0,0
"X.33213","RD.190308.57.f.m1.w1.Rdata","X.332",1,0,0,0
"X.33311","RD.190308.57.f.m1.w1.Rdata","X.333",0,0,0,1
"X.33411","RD.190308.57.f.m1.w1.Rdata","X.334",0,0,0,0
"X.33511","RD.190308.57.f.m1.w1.Rdata","X.335",0,0,0,0
"X.33611","RD.190308.57.f.m1.w1.Rdata","X.336",0,0,0,1
"X.33711","RD.190308.57.f.m1.w1.Rdata","X.337",0,0,0,0
"X.33811","RD.190308.57.f.m1.w1.Rdata","X.338",0,0,0,1
"X.33911","RD.190308.57.f.m1.w1.Rdata","X.339",0,0,0,1
"X.34011","RD.190308.57.f.m1.w1.Rdata","X.340",0,0,1,1
"X.34115","RD.190308.57.f.m1.w1.Rdata","X.341",0,0,0,1
"X.34213","RD.190308.57.f.m1.w1.Rdata","X.342",0,0,0,0
"X.34311","RD.190308.57.f.m1.w1.Rdata","X.343",0,0,0,0
"X.34411","RD.190308.57.f.m1.w1.Rdata","X.344",0,0,1,1
"X.34511","RD.190308.57.f.m1.w1.Rdata","X.345",1,1,0,1
"X.34611","RD.190308.57.f.m1.w1.Rdata","X.346",0,0,0,0
"X.34711","RD.190308.57.f.m1.w1.Rdata","X.347",0,0,0,0
"X.34811","RD.190308.57.f.m1.w1.Rdata","X.348",0,0,0,1
"X.34911","RD.190308.57.f.m1.w1.Rdata","X.349",0,0,1,1
"X.35011","RD.190308.57.f.m1.w1.Rdata","X.350",1,1,0,1
"X.35115","RD.190308.57.f.m1.w1.Rdata","X.351",0,0,0,0
"X.35213","RD.190308.57.f.m1.w1.Rdata","X.352",1,0,0,1
"X.35311","RD.190308.57.f.m1.w1.Rdata","X.353",0,0,0,0
"X.35411","RD.190308.57.f.m1.w1.Rdata","X.354",1,0,0,0
"X.35511","RD.190308.57.f.m1.w1.Rdata","X.355",0,0,1,1
"X.35611","RD.190308.57.f.m1.w1.Rdata","X.356",1,1,0,1
"X.35711","RD.190308.57.f.m1.w1.Rdata","X.357",1,0,1,1
"X.35811","RD.190308.57.f.m1.w1.Rdata","X.358",1,0,1,0
"X.35911","RD.190308.57.f.m1.w1.Rdata","X.359",0,0,0,0
"X.36011","RD.190308.57.f.m1.w1.Rdata","X.360",0,0,0,0
"X.36115","RD.190308.57.f.m1.w1.Rdata","X.361",0,0,1,0
"X.36213","RD.190308.57.f.m1.w1.Rdata","X.362",0,0,0,0
"X.36311","RD.190308.57.f.m1.w1.Rdata","X.363",0,0,0,0
"X.36411","RD.190308.57.f.m1.w1.Rdata","X.364",0,0,0,0
"X.36511","RD.190308.57.f.m1.w1.Rdata","X.365",0,0,0,1
"X.36611","RD.190308.57.f.m1.w1.Rdata","X.366",0,0,0,0
"X.36711","RD.190308.57.f.m1.w1.Rdata","X.367",0,0,0,1
"X.36811","RD.190308.57.f.m1.w1.Rdata","X.368",0,0,1,1
"X.36911","RD.190308.57.f.m1.w1.Rdata","X.369",0,0,0,0
"X.37011","RD.190308.57.f.m1.w1.Rdata","X.370",0,0,0,0
"X.37115","RD.190308.57.f.m1.w1.Rdata","X.371",0,0,0,0
"X.37213","RD.190308.57.f.m1.w1.Rdata","X.372",0,0,0,0
"X.37311","RD.190308.57.f.m1.w1.Rdata","X.373",0,0,1,1
"X.37411","RD.190308.57.f.m1.w1.Rdata","X.374",0,0,1,1
"X.37511","RD.190308.57.f.m1.w1.Rdata","X.375",0,0,0,0
"X.37611","RD.190308.57.f.m1.w1.Rdata","X.376",0,0,0,0
"X.37711","RD.190308.57.f.m1.w1.Rdata","X.377",0,0,0,0
"X.37811","RD.190308.57.f.m1.w1.Rdata","X.378",1,0,0,1
"X.37911","RD.190308.57.f.m1.w1.Rdata","X.379",0,0,1,1
"X.38011","RD.190308.57.f.m1.w1.Rdata","X.380",0,0,0,0
"X.38115","RD.190308.57.f.m1.w1.Rdata","X.381",0,0,0,0
"X.38213","RD.190308.57.f.m1.w1.Rdata","X.382",0,0,0,0
"X.38311","RD.190308.57.f.m1.w1.Rdata","X.383",0,0,0,0
"X.38411","RD.190308.57.f.m1.w1.Rdata","X.384",0,0,1,1
"X.38511","RD.190308.57.f.m1.w1.Rdata","X.385",0,0,0,0
"X.38611","RD.190308.57.f.m1.w1.Rdata","X.386",1,0,0,0
"X.38711","RD.190308.57.f.m1.w1.Rdata","X.387",1,1,0,1
"X.38811","RD.190308.57.f.m1.w1.Rdata","X.388",0,0,0,1
"X.38911","RD.190308.57.f.m1.w1.Rdata","X.389",1,0,0,1
"X.39011","RD.190308.57.f.m1.w1.Rdata","X.390",0,0,0,1
"X.39115","RD.190308.57.f.m1.w1.Rdata","X.391",0,0,0,0
"X.39213","RD.190308.57.f.m1.w1.Rdata","X.392",0,0,0,1
"X.39311","RD.190308.57.f.m1.w1.Rdata","X.393",0,0,1,1
"X.39411","RD.190308.57.f.m1.w1.Rdata","X.394",0,0,0,0
"X.39511","RD.190308.57.f.m1.w1.Rdata","X.395",1,0,0,0
"X.39611","RD.190308.57.f.m1.w1.Rdata","X.396",1,0,0,1
"X.39711","RD.190308.57.f.m1.w1.Rdata","X.397",1,0,1,1
"X.39811","RD.190308.57.f.m1.w1.Rdata","X.398",0,0,0,1
"X.39911","RD.190308.57.f.m1.w1.Rdata","X.399",1,0,1,1
"X.40011","RD.190308.57.f.m1.w1.Rdata","X.400",0,0,1,1
"X.40115","RD.190308.57.f.m1.w1.Rdata","X.401",0,0,0,0
"X.40213","RD.190308.57.f.m1.w1.Rdata","X.402",0,1,0,1
"X.40311","RD.190308.57.f.m1.w1.Rdata","X.403",0,1,0,0
"X.40411","RD.190308.57.f.m1.w1.Rdata","X.404",1,0,1,1
"X.40511","RD.190308.57.f.m1.w1.Rdata","X.405",0,1,0,1
"X.40611","RD.190308.57.f.m1.w1.Rdata","X.406",0,0,0,0
"X.40711","RD.190308.57.f.m1.w1.Rdata","X.407",0,0,0,0
"X.40811","RD.190308.57.f.m1.w1.Rdata","X.408",1,0,0,1
"X.40911","RD.190308.57.f.m1.w1.Rdata","X.409",0,0,0,0
"X.41015","RD.190308.57.f.m1.w1.Rdata","X.410",0,0,0,0
"X.41115","RD.190308.57.f.m1.w1.Rdata","X.411",1,0,0,1
"X.41214","RD.190308.57.f.m1.w1.Rdata","X.412",0,0,0,0
"X.41312","RD.190308.57.f.m1.w1.Rdata","X.413",0,0,0,0
"X.41412","RD.190308.57.f.m1.w1.Rdata","X.414",0,0,0,1
"X.41511","RD.190308.57.f.m1.w1.Rdata","X.415",0,0,1,1
"X.41611","RD.190308.57.f.m1.w1.Rdata","X.416",0,0,0,0
"X.41711","RD.190308.57.f.m1.w1.Rdata","X.417",1,0,1,1
"X.41811","RD.190308.57.f.m1.w1.Rdata","X.418",1,1,1,1
"X.41911","RD.190308.57.f.m1.w1.Rdata","X.419",0,0,0,0
"X.42011","RD.190308.57.f.m1.w1.Rdata","X.420",0,0,0,0
"X.42115","RD.190308.57.f.m1.w1.Rdata","X.421",0,0,1,1
"X.42213","RD.190308.57.f.m1.w1.Rdata","X.422",0,0,1,1
"X.42311","RD.190308.57.f.m1.w1.Rdata","X.423",1,1,0,1
"X.42411","RD.190308.57.f.m1.w1.Rdata","X.424",0,1,0,0
"X.42511","RD.190308.57.f.m1.w1.Rdata","X.425",0,0,0,0
"X.42611","RD.190308.57.f.m1.w1.Rdata","X.426",1,0,0,1
"X.42711","RD.190308.57.f.m1.w1.Rdata","X.427",0,0,1,1
"X.42811","RD.190308.57.f.m1.w1.Rdata","X.428",0,0,0,1
"X.42911","RD.190308.57.f.m1.w1.Rdata","X.429",1,1,0,1
"X.43011","RD.190308.57.f.m1.w1.Rdata","X.430",1,1,1,1
"X.43115","RD.190308.57.f.m1.w1.Rdata","X.431",1,1,0,1
"X.43213","RD.190308.57.f.m1.w1.Rdata","X.432",0,1,0,1
"X.43311","RD.190308.57.f.m1.w1.Rdata","X.433",0,0,0,1
"X.43411","RD.190308.57.f.m1.w1.Rdata","X.434",0,0,0,0
"X.43511","RD.190308.57.f.m1.w1.Rdata","X.435",1,1,0,1
"X.43611","RD.190308.57.f.m1.w1.Rdata","X.436",0,0,0,1
"X.43711","RD.190308.57.f.m1.w1.Rdata","X.437",1,0,1,1
"X.43811","RD.190308.57.f.m1.w1.Rdata","X.438",0,0,0,0
"X.43911","RD.190308.57.f.m1.w1.Rdata","X.439",0,1,1,1
"X.44011","RD.190308.57.f.m1.w1.Rdata","X.440",0,0,0,0
"X.44115","RD.190308.57.f.m1.w1.Rdata","X.441",0,0,0,1
"X.44213","RD.190308.57.f.m1.w1.Rdata","X.442",0,0,0,0
"X.44311","RD.190308.57.f.m1.w1.Rdata","X.443",0,0,0,0
"X.44411","RD.190308.57.f.m1.w1.Rdata","X.444",1,0,0,1
"X.44511","RD.190308.57.f.m1.w1.Rdata","X.445",1,1,0,1
"X.44611","RD.190308.57.f.m1.w1.Rdata","X.446",1,1,0,1
"X.44711","RD.190308.57.f.m1.w1.Rdata","X.447",0,1,0,0
"X.44811","RD.190308.57.f.m1.w1.Rdata","X.448",0,0,0,1
"X.44911","RD.190308.57.f.m1.w1.Rdata","X.449",1,1,1,1
"X.45011","RD.190308.57.f.m1.w1.Rdata","X.450",0,0,0,0
"X.45115","RD.190308.57.f.m1.w1.Rdata","X.451",1,0,0,1
"X.45213","RD.190308.57.f.m1.w1.Rdata","X.452",1,1,0,1
"X.45311","RD.190308.57.f.m1.w1.Rdata","X.453",1,1,0,1
"X.45411","RD.190308.57.f.m1.w1.Rdata","X.454",0,0,1,1
"X.45511","RD.190308.57.f.m1.w1.Rdata","X.455",0,0,0,1
"X.45611","RD.190308.57.f.m1.w1.Rdata","X.456",0,0,1,1
"X.45711","RD.190308.57.f.m1.w1.Rdata","X.457",0,0,0,1
"X.45811","RD.190308.57.f.m1.w1.Rdata","X.458",0,0,0,0
"X.45911","RD.190308.57.f.m1.w1.Rdata","X.459",1,1,0,1
"X.46011","RD.190308.57.f.m1.w1.Rdata","X.460",0,0,1,1
"X.46115","RD.190308.57.f.m1.w1.Rdata","X.461",0,0,0,0
"X.46213","RD.190308.57.f.m1.w1.Rdata","X.462",0,0,0,0
"X.46311","RD.190308.57.f.m1.w1.Rdata","X.463",0,0,1,0
"X.46411","RD.190308.57.f.m1.w1.Rdata","X.464",0,1,0,0
"X.46511","RD.190308.57.f.m1.w1.Rdata","X.465",0,0,0,1
"X.46611","RD.190308.57.f.m1.w1.Rdata","X.466",0,0,0,0
"X.46711","RD.190308.57.f.m1.w1.Rdata","X.467",1,1,0,1
"X.46811","RD.190308.57.f.m1.w1.Rdata","X.468",1,0,0,1
"X.46911","RD.190308.57.f.m1.w1.Rdata","X.469",0,0,1,1
"X.47011","RD.190308.57.f.m1.w1.Rdata","X.470",1,1,1,1
"X.47115","RD.190308.57.f.m1.w1.Rdata","X.471",1,0,0,1
"X.47213","RD.190308.57.f.m1.w1.Rdata","X.472",0,0,0,0
"X.47311","RD.190308.57.f.m1.w1.Rdata","X.473",0,0,1,1
"X.47411","RD.190308.57.f.m1.w1.Rdata","X.474",0,0,1,1
"X.47511","RD.190308.57.f.m1.w1.Rdata","X.475",0,0,1,1
"X.47611","RD.190308.57.f.m1.w1.Rdata","X.476",0,1,0,1
"X.47711","RD.190308.57.f.m1.w1.Rdata","X.477",0,0,0,0
"X.47811","RD.190308.57.f.m1.w1.Rdata","X.478",0,0,0,0
"X.47911","RD.190308.57.f.m1.w1.Rdata","X.479",0,0,0,0
"X.48011","RD.190308.57.f.m1.w1.Rdata","X.480",0,0,0,0
"X.48115","RD.190308.57.f.m1.w1.Rdata","X.481",1,0,0,1
"X.48213","RD.190308.57.f.m1.w1.Rdata","X.482",1,0,0,1
"X.48311","RD.190308.57.f.m1.w1.Rdata","X.483",0,0,0,0
"X.48411","RD.190308.57.f.m1.w1.Rdata","X.484",0,0,1,1
"X.48511","RD.190308.57.f.m1.w1.Rdata","X.485",0,0,1,1
"X.48611","RD.190308.57.f.m1.w1.Rdata","X.486",1,1,1,1
"X.48711","RD.190308.57.f.m1.w1.Rdata","X.487",0,0,1,1
"X.48811","RD.190308.57.f.m1.w1.Rdata","X.488",0,0,0,1
"X.48911","RD.190308.57.f.m1.w1.Rdata","X.489",0,0,1,1
"X.49011","RD.190308.57.f.m1.w1.Rdata","X.490",1,1,1,1
"X.49115","RD.190308.57.f.m1.w1.Rdata","X.491",1,0,0,0
"X.49213","RD.190308.57.f.m1.w1.Rdata","X.492",0,0,0,0
"X.49311","RD.190308.57.f.m1.w1.Rdata","X.493",0,0,0,0
"X.49411","RD.190308.57.f.m1.w1.Rdata","X.494",0,0,1,1
"X.49511","RD.190308.57.f.m1.w1.Rdata","X.495",0,0,0,1
"X.49611","RD.190308.57.f.m1.w1.Rdata","X.496",1,1,0,1
"X.49711","RD.190308.57.f.m1.w1.Rdata","X.497",0,0,0,0
"X.49811","RD.190308.57.f.m1.w1.Rdata","X.498",1,0,0,0
"X.49911","RD.190308.57.f.m1.w1.Rdata","X.499",1,1,0,1
"X.50011","RD.190308.57.f.m1.w1.Rdata","X.500",0,0,0,1
"X.50115","RD.190308.57.f.m1.w1.Rdata","X.501",0,0,0,0
"X.50213","RD.190308.57.f.m1.w1.Rdata","X.502",0,0,0,0
"X.50311","RD.190308.57.f.m1.w1.Rdata","X.503",0,0,1,1
"X.50411","RD.190308.57.f.m1.w1.Rdata","X.504",0,0,0,0
"X.50511","RD.190308.57.f.m1.w1.Rdata","X.505",0,0,0,1
"X.50611","RD.190308.57.f.m1.w1.Rdata","X.506",1,1,0,1
"X.50711","RD.190308.57.f.m1.w1.Rdata","X.507",0,0,0,0
"X.50811","RD.190308.57.f.m1.w1.Rdata","X.508",0,0,0,1
"X.50911","RD.190308.57.f.m1.w1.Rdata","X.509",0,0,1,1
"X.51015","RD.190308.57.f.m1.w1.Rdata","X.510",1,0,0,0
"X.51115","RD.190308.57.f.m1.w1.Rdata","X.511",1,0,0,1
"X.51214","RD.190308.57.f.m1.w1.Rdata","X.512",0,0,0,0
"X.51312","RD.190308.57.f.m1.w1.Rdata","X.513",0,0,1,1
"X.51412","RD.190308.57.f.m1.w1.Rdata","X.514",0,1,1,1
"X.51511","RD.190308.57.f.m1.w1.Rdata","X.515",0,0,0,0
"X.51611","RD.190308.57.f.m1.w1.Rdata","X.516",0,0,0,0
"X.51711","RD.190308.57.f.m1.w1.Rdata","X.517",1,0,1,1
"X.51811","RD.190308.57.f.m1.w1.Rdata","X.518",0,0,1,1
"X.51911","RD.190308.57.f.m1.w1.Rdata","X.519",1,1,1,1
"X.52011","RD.190308.57.f.m1.w1.Rdata","X.520",0,0,0,0
"X.52115","RD.190308.57.f.m1.w1.Rdata","X.521",0,0,0,0
"X.52213","RD.190308.57.f.m1.w1.Rdata","X.522",0,0,0,0
"X.52311","RD.190308.57.f.m1.w1.Rdata","X.523",0,0,0,0
"X.52411","RD.190308.57.f.m1.w1.Rdata","X.524",0,0,0,0
"X.52511","RD.190308.57.f.m1.w1.Rdata","X.525",0,0,0,1
"X.52611","RD.190308.57.f.m1.w1.Rdata","X.526",0,0,0,0
"X.52711","RD.190308.57.f.m1.w1.Rdata","X.527",0,0,0,0
"X.52811","RD.190308.57.f.m1.w1.Rdata","X.528",0,0,0,0
"X.52911","RD.190308.57.f.m1.w1.Rdata","X.529",0,0,1,1
"X.53011","RD.190308.57.f.m1.w1.Rdata","X.530",0,0,0,0
"X.53115","RD.190308.57.f.m1.w1.Rdata","X.531",1,0,0,1
"X.53213","RD.190308.57.f.m1.w1.Rdata","X.532",1,0,0,0
"X.53311","RD.190308.57.f.m1.w1.Rdata","X.533",0,0,0,0
"X.53411","RD.190308.57.f.m1.w1.Rdata","X.534",1,0,0,1
"X.53511","RD.190308.57.f.m1.w1.Rdata","X.535",0,0,0,0
"X.53611","RD.190308.57.f.m1.w1.Rdata","X.536",0,0,1,1
"X.53711","RD.190308.57.f.m1.w1.Rdata","X.537",1,0,0,1
"X.53811","RD.190308.57.f.m1.w1.Rdata","X.538",0,0,0,0
"X.53911","RD.190308.57.f.m1.w1.Rdata","X.539",0,0,0,0
"X.54011","RD.190308.57.f.m1.w1.Rdata","X.540",0,0,1,1
"X.54115","RD.190308.57.f.m1.w1.Rdata","X.541",1,1,0,1
"X.54213","RD.190308.57.f.m1.w1.Rdata","X.542",0,0,0,0
"X.54311","RD.190308.57.f.m1.w1.Rdata","X.543",1,0,0,1
"X.54411","RD.190308.57.f.m1.w1.Rdata","X.544",0,0,0,0
"X.54511","RD.190308.57.f.m1.w1.Rdata","X.545",0,1,1,1
"X.54611","RD.190308.57.f.m1.w1.Rdata","X.546",0,0,1,1
"X.54711","RD.190308.57.f.m1.w1.Rdata","X.547",1,1,1,1
"X.54811","RD.190308.57.f.m1.w1.Rdata","X.548",0,0,0,0
"X.54911","RD.190308.57.f.m1.w1.Rdata","X.549",0,0,0,0
"X.55011","RD.190308.57.f.m1.w1.Rdata","X.550",0,1,1,1
"X.55115","RD.190308.57.f.m1.w1.Rdata","X.551",0,0,0,1
"X.55213","RD.190308.57.f.m1.w1.Rdata","X.552",1,1,0,1
"X.55311","RD.190308.57.f.m1.w1.Rdata","X.553",0,0,0,0
"X.55411","RD.190308.57.f.m1.w1.Rdata","X.554",0,0,0,0
"X.55511","RD.190308.57.f.m1.w1.Rdata","X.555",1,0,0,0
"X.55611","RD.190308.57.f.m1.w1.Rdata","X.556",1,0,1,1
"X.55711","RD.190308.57.f.m1.w1.Rdata","X.557",1,1,0,1
"X.55811","RD.190308.57.f.m1.w1.Rdata","X.558",0,0,0,0
"X.55911","RD.190308.57.f.m1.w1.Rdata","X.559",0,0,0,0
"X.56011","RD.190308.57.f.m1.w1.Rdata","X.560",0,0,0,1
"X.56115","RD.190308.57.f.m1.w1.Rdata","X.561",0,0,0,0
"X.56213","RD.190308.57.f.m1.w1.Rdata","X.562",0,0,0,0
"X.56311","RD.190308.57.f.m1.w1.Rdata","X.563",0,0,1,1
"X.56411","RD.190308.57.f.m1.w1.Rdata","X.564",0,0,0,0
"X.56511","RD.190308.57.f.m1.w1.Rdata","X.565",0,0,0,0
"X.56611","RD.190308.57.f.m1.w1.Rdata","X.566",0,0,0,0
"X.56711","RD.190308.57.f.m1.w1.Rdata","X.567",0,0,0,0
"X.56811","RD.190308.57.f.m1.w1.Rdata","X.568",0,0,1,1
"X.56911","RD.190308.57.f.m1.w1.Rdata","X.569",0,0,1,1
"X.57011","RD.190308.57.f.m1.w1.Rdata","X.570",0,0,0,0
"X.57115","RD.190308.57.f.m1.w1.Rdata","X.571",0,0,0,0
"X.57213","RD.190308.57.f.m1.w1.Rdata","X.572",0,0,0,0
"X.57311","RD.190308.57.f.m1.w1.Rdata","X.573",0,0,0,1
"X.57411","RD.190308.57.f.m1.w1.Rdata","X.574",0,0,1,1
"X.57511","RD.190308.57.f.m1.w1.Rdata","X.575",0,0,0,0
"X.57611","RD.190308.57.f.m1.w1.Rdata","X.576",0,0,0,1
"X.57711","RD.190308.57.f.m1.w1.Rdata","X.577",0,1,1,1
"X.57811","RD.190308.57.f.m1.w1.Rdata","X.578",0,0,0,1
"X.57911","RD.190308.57.f.m1.w1.Rdata","X.579",0,0,0,0
"X.58011","RD.190308.57.f.m1.w1.Rdata","X.580",1,1,1,1
"X.58115","RD.190308.57.f.m1.w1.Rdata","X.581",0,0,0,0
"X.58213","RD.190308.57.f.m1.w1.Rdata","X.582",0,0,0,0
"X.58311","RD.190308.57.f.m1.w1.Rdata","X.583",1,0,0,0
"X.58411","RD.190308.57.f.m1.w1.Rdata","X.584",0,0,0,0
"X.58511","RD.190308.57.f.m1.w1.Rdata","X.585",1,0,0,0
"X.58611","RD.190308.57.f.m1.w1.Rdata","X.586",1,0,1,1
"X.58711","RD.190308.57.f.m1.w1.Rdata","X.587",0,0,0,0
"X.58811","RD.190308.57.f.m1.w1.Rdata","X.588",0,0,0,0
"X.58911","RD.190308.57.f.m1.w1.Rdata","X.589",0,0,0,0
"X.59011","RD.190308.57.f.m1.w1.Rdata","X.590",0,0,0,0
"X.59115","RD.190308.57.f.m1.w1.Rdata","X.591",1,1,0,1
"X.59213","RD.190308.57.f.m1.w1.Rdata","X.592",0,0,0,1
"X.59311","RD.190308.57.f.m1.w1.Rdata","X.593",0,0,1,1
"X.59411","RD.190308.57.f.m1.w1.Rdata","X.594",1,0,0,1
