"","exp_name","cell_name","AITC.100uM","Menthol.400uM","Capsaicin.300nM","K.50mM"
"X.35714","RD.190128.l.69.m.p1.Rdata","X.357",1,0,0,0
"X.35814","RD.190128.l.69.m.p1.Rdata","X.358",1,1,0,0
"X.35914","RD.190128.l.69.m.p1.Rdata","X.359",1,0,0,0
"X.36014","RD.190128.l.69.m.p1.Rdata","X.360",1,1,0,0
"X.36114","RD.190128.l.69.m.p1.Rdata","X.361",0,0,0,0
"X.36214","RD.190128.l.69.m.p1.Rdata","X.362",0,0,0,0
"X.36314","RD.190128.l.69.m.p1.Rdata","X.363",1,0,0,1
"X.36414","RD.190128.l.69.m.p1.Rdata","X.364",0,0,0,0
"X.36514","RD.190128.l.69.m.p1.Rdata","X.365",1,1,0,1
"X.36614","RD.190128.l.69.m.p1.Rdata","X.366",0,0,0,0
"X.36714","RD.190128.l.69.m.p1.Rdata","X.367",0,0,0,0
"X.36814","RD.190128.l.69.m.p1.Rdata","X.368",0,0,0,0
"X.36914","RD.190128.l.69.m.p1.Rdata","X.369",1,0,0,0
"X.37014","RD.190128.l.69.m.p1.Rdata","X.370",1,0,0,0
"X.37114","RD.190128.l.69.m.p1.Rdata","X.371",0,1,0,0
"X.37214","RD.190128.l.69.m.p1.Rdata","X.372",0,0,0,0
"X.37314","RD.190128.l.69.m.p1.Rdata","X.373",1,0,0,0
"X.37414","RD.190128.l.69.m.p1.Rdata","X.374",1,0,0,0
"X.37514","RD.190128.l.69.m.p1.Rdata","X.375",0,0,0,0
"X.37614","RD.190128.l.69.m.p1.Rdata","X.376",0,0,0,0
"X.37714","RD.190128.l.69.m.p1.Rdata","X.377",1,0,0,0
"X.37814","RD.190128.l.69.m.p1.Rdata","X.378",1,0,0,0
"X.37914","RD.190128.l.69.m.p1.Rdata","X.379",0,0,0,0
"X.38014","RD.190128.l.69.m.p1.Rdata","X.380",0,1,1,1
"X.38114","RD.190128.l.69.m.p1.Rdata","X.381",0,0,0,0
"X.38214","RD.190128.l.69.m.p1.Rdata","X.382",1,1,0,0
"X.38314","RD.190128.l.69.m.p1.Rdata","X.383",1,1,1,0
"X.38413","RD.190128.l.69.m.p1.Rdata","X.384",1,0,0,1
"X.38513","RD.190128.l.69.m.p1.Rdata","X.385",1,0,0,0
"X.38613","RD.190128.l.69.m.p1.Rdata","X.386",1,0,0,1
"X.38713","RD.190128.l.69.m.p1.Rdata","X.387",1,1,0,0
"X.38813","RD.190128.l.69.m.p1.Rdata","X.388",1,0,0,0
"X.38913","RD.190128.l.69.m.p1.Rdata","X.389",1,0,0,1
"X.39013","RD.190128.l.69.m.p1.Rdata","X.390",0,0,0,0
"X.39113","RD.190128.l.69.m.p1.Rdata","X.391",1,1,0,0
"X.39213","RD.190128.l.69.m.p1.Rdata","X.392",0,0,0,0
"X.39313","RD.190128.l.69.m.p1.Rdata","X.393",0,0,0,0
"X.39413","RD.190128.l.69.m.p1.Rdata","X.394",1,0,0,0
"X.39513","RD.190128.l.69.m.p1.Rdata","X.395",1,0,0,0
"X.39613","RD.190128.l.69.m.p1.Rdata","X.396",1,1,0,1
"X.39713","RD.190128.l.69.m.p1.Rdata","X.397",1,1,0,0
"X.39813","RD.190128.l.69.m.p1.Rdata","X.398",0,0,0,0
"X.39913","RD.190128.l.69.m.p1.Rdata","X.399",1,1,0,0
"X.40013","RD.190128.l.69.m.p1.Rdata","X.400",1,0,0,0
"X.40113","RD.190128.l.69.m.p1.Rdata","X.401",0,0,0,0
"X.40213","RD.190128.l.69.m.p1.Rdata","X.402",0,0,0,0
"X.40313","RD.190128.l.69.m.p1.Rdata","X.403",1,0,0,1
"X.40413","RD.190128.l.69.m.p1.Rdata","X.404",1,0,1,1
"X.40513","RD.190128.l.69.m.p1.Rdata","X.405",0,0,0,0
"X.40613","RD.190128.l.69.m.p1.Rdata","X.406",1,0,0,0
"X.40713","RD.190128.l.69.m.p1.Rdata","X.407",1,0,0,1
"X.40813","RD.190128.l.69.m.p1.Rdata","X.408",0,0,0,0
"X.40913","RD.190128.l.69.m.p1.Rdata","X.409",0,0,0,0
"X.41013","RD.190128.l.69.m.p1.Rdata","X.410",1,1,0,0
"X.41113","RD.190128.l.69.m.p1.Rdata","X.411",1,0,0,0
"X.41213","RD.190128.l.69.m.p1.Rdata","X.412",1,1,0,0
"X.41313","RD.190128.l.69.m.p1.Rdata","X.413",1,0,0,1
"X.41413","RD.190128.l.69.m.p1.Rdata","X.414",1,0,0,1
"X.41513","RD.190128.l.69.m.p1.Rdata","X.415",1,0,0,1
"X.41613","RD.190128.l.69.m.p1.Rdata","X.416",1,1,1,0
"X.41713","RD.190128.l.69.m.p1.Rdata","X.417",1,0,0,0
"X.41813","RD.190128.l.69.m.p1.Rdata","X.418",0,0,0,0
"X.41913","RD.190128.l.69.m.p1.Rdata","X.419",1,0,0,1
"X.42013","RD.190128.l.69.m.p1.Rdata","X.420",1,0,0,1
"X.42113","RD.190128.l.69.m.p1.Rdata","X.421",0,0,0,0
"X.42213","RD.190128.l.69.m.p1.Rdata","X.422",1,0,0,1
"X.42313","RD.190128.l.69.m.p1.Rdata","X.423",1,1,0,0
"X.42413","RD.190128.l.69.m.p1.Rdata","X.424",1,1,0,1
"X.42513","RD.190128.l.69.m.p1.Rdata","X.425",1,1,0,0
"X.42613","RD.190128.l.69.m.p1.Rdata","X.426",0,0,0,0
"X.42713","RD.190128.l.69.m.p1.Rdata","X.427",1,1,0,0
"X.42813","RD.190128.l.69.m.p1.Rdata","X.428",1,0,0,1
"X.42913","RD.190128.l.69.m.p1.Rdata","X.429",1,1,0,1
"X.43013","RD.190128.l.69.m.p1.Rdata","X.430",0,0,0,0
"X.43113","RD.190128.l.69.m.p1.Rdata","X.431",0,0,0,0
"X.43213","RD.190128.l.69.m.p1.Rdata","X.432",1,0,0,0
"X.43313","RD.190128.l.69.m.p1.Rdata","X.433",0,0,0,0
"X.43413","RD.190128.l.69.m.p1.Rdata","X.434",1,0,0,0
"X.43513","RD.190128.l.69.m.p1.Rdata","X.435",1,0,1,0
"X.43613","RD.190128.l.69.m.p1.Rdata","X.436",1,0,0,1
"X.43713","RD.190128.l.69.m.p1.Rdata","X.437",1,0,0,0
"X.4389","RD.190128.l.69.m.p1.Rdata","X.438",0,0,0,0
"X.4394","RD.190128.l.69.m.p1.Rdata","X.439",1,0,0,1
"X.4404","RD.190128.l.69.m.p1.Rdata","X.440",1,1,0,0
"X.4417","RD.190128.l.69.m.p1.Rdata","X.441",1,0,0,0
"X.4424","RD.190128.l.69.m.p1.Rdata","X.442",0,0,0,0
"X.4434","RD.190128.l.69.m.p1.Rdata","X.443",0,0,0,0
"X.4444","RD.190128.l.69.m.p1.Rdata","X.444",1,0,0,1
"X.4454","RD.190128.l.69.m.p1.Rdata","X.445",1,0,0,0
"X.4464","RD.190128.l.69.m.p1.Rdata","X.446",1,0,0,0
"X.4474","RD.190128.l.69.m.p1.Rdata","X.447",1,1,0,1
"X.4484","RD.190128.l.69.m.p1.Rdata","X.448",1,1,1,0
"X.4494","RD.190128.l.69.m.p1.Rdata","X.449",1,0,0,0
"X.4504","RD.190128.l.69.m.p1.Rdata","X.450",1,0,0,0
"X.4517","RD.190128.l.69.m.p1.Rdata","X.451",0,0,0,0
"X.4524","RD.190128.l.69.m.p1.Rdata","X.452",1,0,0,0
"X.4534","RD.190128.l.69.m.p1.Rdata","X.453",0,0,0,0
"X.4544","RD.190128.l.69.m.p1.Rdata","X.454",1,0,0,0
"X.4554","RD.190128.l.69.m.p1.Rdata","X.455",0,0,0,0
"X.4564","RD.190128.l.69.m.p1.Rdata","X.456",0,0,0,0
"X.4574","RD.190128.l.69.m.p1.Rdata","X.457",0,0,0,0
"X.4584","RD.190128.l.69.m.p1.Rdata","X.458",0,0,0,0
"X.4594","RD.190128.l.69.m.p1.Rdata","X.459",0,0,0,0
"X.4604","RD.190128.l.69.m.p1.Rdata","X.460",1,1,0,1
"X.4617","RD.190128.l.69.m.p1.Rdata","X.461",0,0,0,0
"X.4624","RD.190128.l.69.m.p1.Rdata","X.462",1,0,0,1
"X.4634","RD.190128.l.69.m.p1.Rdata","X.463",1,1,0,0
"X.4644","RD.190128.l.69.m.p1.Rdata","X.464",0,0,0,0
"X.4654","RD.190128.l.69.m.p1.Rdata","X.465",0,0,0,0
"X.4664","RD.190128.l.69.m.p1.Rdata","X.466",0,0,0,0
"X.4674","RD.190128.l.69.m.p1.Rdata","X.467",0,0,0,0
"X.4684","RD.190128.l.69.m.p1.Rdata","X.468",0,0,0,0
"X.4694","RD.190128.l.69.m.p1.Rdata","X.469",0,0,0,0
"X.4704","RD.190128.l.69.m.p1.Rdata","X.470",1,0,1,0
"X.4717","RD.190128.l.69.m.p1.Rdata","X.471",0,0,0,0
"X.4724","RD.190128.l.69.m.p1.Rdata","X.472",0,0,0,0
"X.4734","RD.190128.l.69.m.p1.Rdata","X.473",1,0,0,0
"X.4744","RD.190128.l.69.m.p1.Rdata","X.474",1,0,0,0
"X.4754","RD.190128.l.69.m.p1.Rdata","X.475",0,0,0,0
"X.4764","RD.190128.l.69.m.p1.Rdata","X.476",0,0,0,0
"X.4774","RD.190128.l.69.m.p1.Rdata","X.477",1,1,0,0
"X.4784","RD.190128.l.69.m.p1.Rdata","X.478",1,0,0,1
"X.4794","RD.190128.l.69.m.p1.Rdata","X.479",0,0,0,0
"X.4804","RD.190128.l.69.m.p1.Rdata","X.480",1,0,0,0
"X.4817","RD.190128.l.69.m.p1.Rdata","X.481",1,1,0,0
"X.4824","RD.190128.l.69.m.p1.Rdata","X.482",0,0,0,0
"X.4834","RD.190128.l.69.m.p1.Rdata","X.483",0,0,0,0
"X.4844","RD.190128.l.69.m.p1.Rdata","X.484",1,1,0,0
"X.4854","RD.190128.l.69.m.p1.Rdata","X.485",1,0,0,1
"X.4864","RD.190128.l.69.m.p1.Rdata","X.486",1,0,0,1
"X.4874","RD.190128.l.69.m.p1.Rdata","X.487",0,0,0,0
"X.4884","RD.190128.l.69.m.p1.Rdata","X.488",1,0,0,0
"X.4894","RD.190128.l.69.m.p1.Rdata","X.489",0,0,0,0
"X.4904","RD.190128.l.69.m.p1.Rdata","X.490",0,0,0,0
"X.4917","RD.190128.l.69.m.p1.Rdata","X.491",0,0,0,0
"X.4924","RD.190128.l.69.m.p1.Rdata","X.492",1,0,0,1
"X.4934","RD.190128.l.69.m.p1.Rdata","X.493",0,0,0,0
"X.4944","RD.190128.l.69.m.p1.Rdata","X.494",0,0,0,0
"X.4954","RD.190128.l.69.m.p1.Rdata","X.495",0,0,0,0
"X.4964","RD.190128.l.69.m.p1.Rdata","X.496",0,0,0,0
"X.4974","RD.190128.l.69.m.p1.Rdata","X.497",0,0,0,0
"X.4984","RD.190128.l.69.m.p1.Rdata","X.498",1,0,0,1
"X.4994","RD.190128.l.69.m.p1.Rdata","X.499",0,0,0,0
"X.5004","RD.190128.l.69.m.p1.Rdata","X.500",0,0,0,0
"X.5017","RD.190128.l.69.m.p1.Rdata","X.501",0,0,0,0
"X.5024","RD.190128.l.69.m.p1.Rdata","X.502",1,0,1,1
"X.5034","RD.190128.l.69.m.p1.Rdata","X.503",1,1,0,0
"X.5044","RD.190128.l.69.m.p1.Rdata","X.504",1,0,0,0
"X.5054","RD.190128.l.69.m.p1.Rdata","X.505",1,0,0,0
"X.5064","RD.190128.l.69.m.p1.Rdata","X.506",1,0,0,0
"X.5074","RD.190128.l.69.m.p1.Rdata","X.507",1,1,0,0
"X.5084","RD.190128.l.69.m.p1.Rdata","X.508",1,0,0,0
"X.5094","RD.190128.l.69.m.p1.Rdata","X.509",0,0,0,0
"X.5107","RD.190128.l.69.m.p1.Rdata","X.510",1,0,0,0
"X.5117","RD.190128.l.69.m.p1.Rdata","X.511",1,1,0,1
"X.5124","RD.190128.l.69.m.p1.Rdata","X.512",1,1,0,0
"X.5134","RD.190128.l.69.m.p1.Rdata","X.513",1,1,0,1
"X.5144","RD.190128.l.69.m.p1.Rdata","X.514",1,0,0,0
"X.5154","RD.190128.l.69.m.p1.Rdata","X.515",1,0,0,0
"X.5164","RD.190128.l.69.m.p1.Rdata","X.516",0,0,0,0
"X.5174","RD.190128.l.69.m.p1.Rdata","X.517",1,0,0,0
"X.5184","RD.190128.l.69.m.p1.Rdata","X.518",1,0,0,1
"X.5194","RD.190128.l.69.m.p1.Rdata","X.519",1,1,0,0
"X.5204","RD.190128.l.69.m.p1.Rdata","X.520",1,0,0,1
"X.5217","RD.190128.l.69.m.p1.Rdata","X.521",0,0,0,0
"X.5224","RD.190128.l.69.m.p1.Rdata","X.522",0,0,0,0
"X.5234","RD.190128.l.69.m.p1.Rdata","X.523",0,0,0,0
"X.5244","RD.190128.l.69.m.p1.Rdata","X.524",1,1,0,0
"X.5254","RD.190128.l.69.m.p1.Rdata","X.525",1,1,0,0
"X.5264","RD.190128.l.69.m.p1.Rdata","X.526",1,0,0,0
"X.5274","RD.190128.l.69.m.p1.Rdata","X.527",1,0,0,0
"X.5284","RD.190128.l.69.m.p1.Rdata","X.528",1,1,0,0
"X.5294","RD.190128.l.69.m.p1.Rdata","X.529",1,0,0,0
"X.5304","RD.190128.l.69.m.p1.Rdata","X.530",0,0,0,0
"X.5317","RD.190128.l.69.m.p1.Rdata","X.531",1,0,0,1
"X.5324","RD.190128.l.69.m.p1.Rdata","X.532",0,0,0,0
"X.5334","RD.190128.l.69.m.p1.Rdata","X.533",0,0,0,0
"X.5344","RD.190128.l.69.m.p1.Rdata","X.534",0,0,0,0
"X.5354","RD.190128.l.69.m.p1.Rdata","X.535",0,0,0,0
"X.5364","RD.190128.l.69.m.p1.Rdata","X.536",1,1,0,1
"X.5374","RD.190128.l.69.m.p1.Rdata","X.537",0,0,0,0
"X.5384","RD.190128.l.69.m.p1.Rdata","X.538",1,0,0,1
"X.5394","RD.190128.l.69.m.p1.Rdata","X.539",1,0,0,0
"X.5404","RD.190128.l.69.m.p1.Rdata","X.540",0,0,0,0
"X.5417","RD.190128.l.69.m.p1.Rdata","X.541",1,0,0,0
"X.5424","RD.190128.l.69.m.p1.Rdata","X.542",0,0,0,0
"X.5434","RD.190128.l.69.m.p1.Rdata","X.543",1,1,1,0
"X.5444","RD.190128.l.69.m.p1.Rdata","X.544",1,1,1,1
"X.5454","RD.190128.l.69.m.p1.Rdata","X.545",1,1,0,0
"X.5464","RD.190128.l.69.m.p1.Rdata","X.546",0,0,0,0
"X.5474","RD.190128.l.69.m.p1.Rdata","X.547",0,0,0,0
"X.5484","RD.190128.l.69.m.p1.Rdata","X.548",1,0,0,1
"X.5494","RD.190128.l.69.m.p1.Rdata","X.549",1,1,0,1
"X.5504","RD.190128.l.69.m.p1.Rdata","X.550",0,0,0,0
"X.5517","RD.190128.l.69.m.p1.Rdata","X.551",1,0,0,0
"X.5524","RD.190128.l.69.m.p1.Rdata","X.552",0,0,0,0
"X.5534","RD.190128.l.69.m.p1.Rdata","X.553",0,0,0,0
"X.5544","RD.190128.l.69.m.p1.Rdata","X.554",0,0,0,0
"X.5554","RD.190128.l.69.m.p1.Rdata","X.555",1,0,0,0
"X.5564","RD.190128.l.69.m.p1.Rdata","X.556",1,0,0,1
"X.5574","RD.190128.l.69.m.p1.Rdata","X.557",1,0,0,0
"X.5584","RD.190128.l.69.m.p1.Rdata","X.558",1,0,0,0
"X.5594","RD.190128.l.69.m.p1.Rdata","X.559",1,1,0,0
"X.5604","RD.190128.l.69.m.p1.Rdata","X.560",0,0,0,0
"X.5617","RD.190128.l.69.m.p1.Rdata","X.561",1,0,0,1
"X.5624","RD.190128.l.69.m.p1.Rdata","X.562",1,1,0,0
"X.5634","RD.190128.l.69.m.p1.Rdata","X.563",0,0,0,0
"X.5644","RD.190128.l.69.m.p1.Rdata","X.564",0,0,0,0
"X.5654","RD.190128.l.69.m.p1.Rdata","X.565",0,0,0,0
"X.5664","RD.190128.l.69.m.p1.Rdata","X.566",0,0,0,0
"X.5674","RD.190128.l.69.m.p1.Rdata","X.567",1,0,0,1
"X.5684","RD.190128.l.69.m.p1.Rdata","X.568",1,1,0,1
"X.5694","RD.190128.l.69.m.p1.Rdata","X.569",1,1,1,0
"X.5704","RD.190128.l.69.m.p1.Rdata","X.570",1,0,0,0
"X.5717","RD.190128.l.69.m.p1.Rdata","X.571",1,1,1,0
"X.5724","RD.190128.l.69.m.p1.Rdata","X.572",1,0,1,0
"X.5734","RD.190128.l.69.m.p1.Rdata","X.573",1,0,0,0
"X.5744","RD.190128.l.69.m.p1.Rdata","X.574",0,0,0,0
"X.5754","RD.190128.l.69.m.p1.Rdata","X.575",0,0,0,0
"X.5764","RD.190128.l.69.m.p1.Rdata","X.576",1,1,0,0
"X.5774","RD.190128.l.69.m.p1.Rdata","X.577",1,1,0,0
"X.5784","RD.190128.l.69.m.p1.Rdata","X.578",0,0,0,0
"X.5794","RD.190128.l.69.m.p1.Rdata","X.579",0,0,0,0
"X.5804","RD.190128.l.69.m.p1.Rdata","X.580",0,0,0,0
"X.5817","RD.190128.l.69.m.p1.Rdata","X.581",1,1,0,0
"X.5824","RD.190128.l.69.m.p1.Rdata","X.582",1,1,0,0
"X.5834","RD.190128.l.69.m.p1.Rdata","X.583",1,1,0,1
"X.5844","RD.190128.l.69.m.p1.Rdata","X.584",1,1,0,0
"X.5854","RD.190128.l.69.m.p1.Rdata","X.585",1,0,0,0
"X.5864","RD.190128.l.69.m.p1.Rdata","X.586",0,0,0,0
"X.5874","RD.190128.l.69.m.p1.Rdata","X.587",1,0,0,0
"X.5884","RD.190128.l.69.m.p1.Rdata","X.588",1,0,0,1
"X.5894","RD.190128.l.69.m.p1.Rdata","X.589",0,0,0,0
"X.5904","RD.190128.l.69.m.p1.Rdata","X.590",1,0,0,0
"X.5917","RD.190128.l.69.m.p1.Rdata","X.591",1,1,1,0
"X.5924","RD.190128.l.69.m.p1.Rdata","X.592",1,0,0,0
"X.5934","RD.190128.l.69.m.p1.Rdata","X.593",0,0,0,0
"X.5944","RD.190128.l.69.m.p1.Rdata","X.594",1,1,0,0
"X.5954","RD.190128.l.69.m.p1.Rdata","X.595",1,1,0,0
"X.5964","RD.190128.l.69.m.p1.Rdata","X.596",1,0,0,1
"X.5974","RD.190128.l.69.m.p1.Rdata","X.597",0,0,0,0
"X.5984","RD.190128.l.69.m.p1.Rdata","X.598",0,0,0,0
"X.5994","RD.190128.l.69.m.p1.Rdata","X.599",1,0,0,1
"X.6004","RD.190128.l.69.m.p1.Rdata","X.600",0,0,0,0
"X.6017","RD.190128.l.69.m.p1.Rdata","X.601",1,1,0,1
"X.6024","RD.190128.l.69.m.p1.Rdata","X.602",0,0,0,0
"X.6034","RD.190128.l.69.m.p1.Rdata","X.603",1,0,1,0
"X.6044","RD.190128.l.69.m.p1.Rdata","X.604",0,0,0,0
"X.6054","RD.190128.l.69.m.p1.Rdata","X.605",1,0,0,0
"X.6064","RD.190128.l.69.m.p1.Rdata","X.606",1,1,0,0
"X.6074","RD.190128.l.69.m.p1.Rdata","X.607",1,1,0,0
"X.6084","RD.190128.l.69.m.p1.Rdata","X.608",1,0,0,0
"X.6094","RD.190128.l.69.m.p1.Rdata","X.609",1,1,1,0
"X.6107","RD.190128.l.69.m.p1.Rdata","X.610",0,0,0,0
"X.6117","RD.190128.l.69.m.p1.Rdata","X.611",1,1,1,0
"X.6124","RD.190128.l.69.m.p1.Rdata","X.612",1,0,0,0
"X.6134","RD.190128.l.69.m.p1.Rdata","X.613",1,1,1,0
"X.6144","RD.190128.l.69.m.p1.Rdata","X.614",1,1,0,0
"X.6154","RD.190128.l.69.m.p1.Rdata","X.615",1,0,0,1
"X.6164","RD.190128.l.69.m.p1.Rdata","X.616",1,1,0,0
"X.6174","RD.190128.l.69.m.p1.Rdata","X.617",1,0,0,0
"X.6184","RD.190128.l.69.m.p1.Rdata","X.618",1,1,1,1
"X.6194","RD.190128.l.69.m.p1.Rdata","X.619",1,1,0,1
"X.6204","RD.190128.l.69.m.p1.Rdata","X.620",1,0,0,1
"X.6217","RD.190128.l.69.m.p1.Rdata","X.621",1,0,0,1
"X.6224","RD.190128.l.69.m.p1.Rdata","X.622",1,0,0,1
"X.6234","RD.190128.l.69.m.p1.Rdata","X.623",1,1,0,0
"X.6244","RD.190128.l.69.m.p1.Rdata","X.624",1,1,0,0
"X.6254","RD.190128.l.69.m.p1.Rdata","X.625",1,0,0,0
"X.6264","RD.190128.l.69.m.p1.Rdata","X.626",0,0,0,0
"X.6274","RD.190128.l.69.m.p1.Rdata","X.627",1,1,1,0
"X.6284","RD.190128.l.69.m.p1.Rdata","X.628",1,0,0,0
"X.6294","RD.190128.l.69.m.p1.Rdata","X.629",0,0,0,0
"X.6304","RD.190128.l.69.m.p1.Rdata","X.630",1,1,0,1
"X.6317","RD.190128.l.69.m.p1.Rdata","X.631",1,0,0,1
"X.6324","RD.190128.l.69.m.p1.Rdata","X.632",1,1,0,1
"X.6334","RD.190128.l.69.m.p1.Rdata","X.633",1,0,0,1
"X.6344","RD.190128.l.69.m.p1.Rdata","X.634",0,0,0,0
"X.6354","RD.190128.l.69.m.p1.Rdata","X.635",0,0,0,0
"X.6364","RD.190128.l.69.m.p1.Rdata","X.636",1,1,0,0
"X.6374","RD.190128.l.69.m.p1.Rdata","X.637",0,0,0,0
"X.6384","RD.190128.l.69.m.p1.Rdata","X.638",1,1,0,1
"X.6394","RD.190128.l.69.m.p1.Rdata","X.639",1,1,0,0
"X.6404","RD.190128.l.69.m.p1.Rdata","X.640",1,1,1,0
"X.6417","RD.190128.l.69.m.p1.Rdata","X.641",1,0,0,0
"X.6424","RD.190128.l.69.m.p1.Rdata","X.642",1,1,0,0
"X.6434","RD.190128.l.69.m.p1.Rdata","X.643",0,0,0,0
"X.6444","RD.190128.l.69.m.p1.Rdata","X.644",1,0,0,1
"X.6454","RD.190128.l.69.m.p1.Rdata","X.645",1,0,0,0
"X.6464","RD.190128.l.69.m.p1.Rdata","X.646",1,0,0,0
"X.6474","RD.190128.l.69.m.p1.Rdata","X.647",0,0,0,0
"X.6484","RD.190128.l.69.m.p1.Rdata","X.648",1,0,0,1
"X.6494","RD.190128.l.69.m.p1.Rdata","X.649",0,0,0,0
"X.6504","RD.190128.l.69.m.p1.Rdata","X.650",1,1,1,0
"X.6517","RD.190128.l.69.m.p1.Rdata","X.651",1,0,0,0
"X.6524","RD.190128.l.69.m.p1.Rdata","X.652",1,1,0,0
"X.6534","RD.190128.l.69.m.p1.Rdata","X.653",1,0,1,0
"X.6544","RD.190128.l.69.m.p1.Rdata","X.654",0,0,0,0
"X.6554","RD.190128.l.69.m.p1.Rdata","X.655",1,1,1,0
"X.6564","RD.190128.l.69.m.p1.Rdata","X.656",1,0,0,0
"X.6574","RD.190128.l.69.m.p1.Rdata","X.657",0,1,0,0
"X.6584","RD.190128.l.69.m.p1.Rdata","X.658",0,0,0,0
"X.6594","RD.190128.l.69.m.p1.Rdata","X.659",1,1,1,1
"X.6604","RD.190128.l.69.m.p1.Rdata","X.660",0,0,0,0
"X.6617","RD.190128.l.69.m.p1.Rdata","X.661",0,0,0,0
"X.6624","RD.190128.l.69.m.p1.Rdata","X.662",1,0,0,0
"X.6634","RD.190128.l.69.m.p1.Rdata","X.663",0,0,0,0
"X.6644","RD.190128.l.69.m.p1.Rdata","X.664",1,0,1,0
"X.6654","RD.190128.l.69.m.p1.Rdata","X.665",0,0,0,0
"X.6664","RD.190128.l.69.m.p1.Rdata","X.666",1,0,0,0
"X.6674","RD.190128.l.69.m.p1.Rdata","X.667",1,1,1,0
"X.6684","RD.190128.l.69.m.p1.Rdata","X.668",1,0,0,0
"X.6694","RD.190128.l.69.m.p1.Rdata","X.669",1,1,0,1
"X.6704","RD.190128.l.69.m.p1.Rdata","X.670",1,1,0,1
"X.6717","RD.190128.l.69.m.p1.Rdata","X.671",0,0,0,0
"X.6724","RD.190128.l.69.m.p1.Rdata","X.672",0,0,0,0
"X.6734","RD.190128.l.69.m.p1.Rdata","X.673",0,0,0,0
"X.6744","RD.190128.l.69.m.p1.Rdata","X.674",0,0,0,0
"X.6754","RD.190128.l.69.m.p1.Rdata","X.675",0,0,0,0
"X.6764","RD.190128.l.69.m.p1.Rdata","X.676",1,0,0,0
"X.6774","RD.190128.l.69.m.p1.Rdata","X.677",1,0,0,0
"X.6784","RD.190128.l.69.m.p1.Rdata","X.678",0,0,0,0
"X.6794","RD.190128.l.69.m.p1.Rdata","X.679",1,0,0,1
"X.6804","RD.190128.l.69.m.p1.Rdata","X.680",1,1,0,0
"X.6817","RD.190128.l.69.m.p1.Rdata","X.681",0,0,0,0
"X.6824","RD.190128.l.69.m.p1.Rdata","X.682",1,0,0,1
"X.6834","RD.190128.l.69.m.p1.Rdata","X.683",1,0,0,1
"X.6844","RD.190128.l.69.m.p1.Rdata","X.684",1,0,0,0
"X.6854","RD.190128.l.69.m.p1.Rdata","X.685",0,0,0,0
"X.6864","RD.190128.l.69.m.p1.Rdata","X.686",1,0,0,0
"X.6874","RD.190128.l.69.m.p1.Rdata","X.687",1,1,0,1
"X.6884","RD.190128.l.69.m.p1.Rdata","X.688",0,0,0,0
"X.6894","RD.190128.l.69.m.p1.Rdata","X.689",1,0,0,0
"X.6904","RD.190128.l.69.m.p1.Rdata","X.690",0,0,0,0
"X.6917","RD.190128.l.69.m.p1.Rdata","X.691",0,0,0,0
"X.6924","RD.190128.l.69.m.p1.Rdata","X.692",0,0,0,0
"X.6934","RD.190128.l.69.m.p1.Rdata","X.693",1,0,0,0
"X.6944","RD.190128.l.69.m.p1.Rdata","X.694",1,0,0,1
"X.6954","RD.190128.l.69.m.p1.Rdata","X.695",0,0,0,0
"X.6964","RD.190128.l.69.m.p1.Rdata","X.696",1,1,1,0
"X.6974","RD.190128.l.69.m.p1.Rdata","X.697",1,1,0,0
"X.6984","RD.190128.l.69.m.p1.Rdata","X.698",1,0,0,1
"X.6994","RD.190128.l.69.m.p1.Rdata","X.699",0,0,0,0
"X.7004","RD.190128.l.69.m.p1.Rdata","X.700",0,0,0,0
"X.7017","RD.190128.l.69.m.p1.Rdata","X.701",1,0,0,1
"X.7024","RD.190128.l.69.m.p1.Rdata","X.702",1,1,0,1
"X.7034","RD.190128.l.69.m.p1.Rdata","X.703",1,0,0,1
"X.7044","RD.190128.l.69.m.p1.Rdata","X.704",1,0,0,1
"X.7054","RD.190128.l.69.m.p1.Rdata","X.705",1,0,0,1
"X.7064","RD.190128.l.69.m.p1.Rdata","X.706",1,0,0,0
"X.7074","RD.190128.l.69.m.p1.Rdata","X.707",0,0,0,0
"X.7084","RD.190128.l.69.m.p1.Rdata","X.708",0,0,0,0
"X.7094","RD.190128.l.69.m.p1.Rdata","X.709",1,0,0,0
"X.7107","RD.190128.l.69.m.p1.Rdata","X.710",0,0,0,0
"X.7117","RD.190128.l.69.m.p1.Rdata","X.711",1,0,0,0
"X.7124","RD.190128.l.69.m.p1.Rdata","X.712",1,0,0,0
"X.7134","RD.190128.l.69.m.p1.Rdata","X.713",0,0,0,0
"X.7144","RD.190128.l.69.m.p1.Rdata","X.714",1,0,0,0
"X.7154","RD.190128.l.69.m.p1.Rdata","X.715",1,0,0,0
"X.7164","RD.190128.l.69.m.p1.Rdata","X.716",1,0,0,1
"X.7174","RD.190128.l.69.m.p1.Rdata","X.717",0,0,0,0
"X.7184","RD.190128.l.69.m.p1.Rdata","X.718",1,1,0,0
"X.7194","RD.190128.l.69.m.p1.Rdata","X.719",1,0,0,1
"X.7204","RD.190128.l.69.m.p1.Rdata","X.720",0,0,0,0
"X.7217","RD.190128.l.69.m.p1.Rdata","X.721",0,0,0,0
"X.7224","RD.190128.l.69.m.p1.Rdata","X.722",1,0,0,0
"X.7234","RD.190128.l.69.m.p1.Rdata","X.723",1,1,1,0
